trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
106,False,"{'a': 0.5, 'e': 0.9599999999999951}",20,11,-20.076612027058932,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.959619999999995}",30,0,-151.55681326570098,"{0: 15, 1: 5, 2: 8, 3: 1, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.959239999999995}",25,0,-179.7869492500402,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",1
109,False,"{'a': 0.5, 'e': 0.9588599999999949}",20,0,-30.029848383122218,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.9584799999999949}",30,0,-207.87247767191135,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
111,False,"{'a': 0.5, 'e': 0.9580999999999948}",20,0,-74.97141562995117,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.9577199999999948}",20,0,-69.17840832639449,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.9573399999999948}",25,0,-184.34450674542228,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
114,False,"{'a': 0.5, 'e': 0.9569599999999947}",25,0,-94.94855209570487,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.9565799999999947}",25,0,-185.80844040363993,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
116,False,"{'a': 0.5, 'e': 0.9561999999999946}",20,0,-92.56814734442474,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.9558199999999946}",30,0,-98.27560246201156,"{0: 18, 1: 3, 2: 8, 3: 1, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.9554399999999945}",30,0,-200.57061089183662,"{0: 17, 1: 5, 2: 4, 3: 0, 4: 4}",0
119,False,"{'a': 0.5, 'e': 0.9550599999999945}",20,0,-17.591170946727974,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
120,False,"{'a': 0.5, 'e': 0.9546799999999944}",25,16,-3.9530446483436497,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.9542999999999944}",30,0,-180.37502318795995,"{0: 16, 1: 5, 2: 6, 3: 0, 4: 3}",0
122,False,"{'a': 0.5, 'e': 0.9539199999999943}",25,0,-91.0292524097807,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
123,False,"{'a': 0.5, 'e': 0.9535399999999943}",20,0,-0.8514614215028056,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.9531599999999942}",30,0,-165.25180749252903,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
125,False,"{'a': 0.5, 'e': 0.9527799999999942}",30,0,-130.36270167476593,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
126,False,"{'a': 0.5, 'e': 0.9523999999999941}",20,0,-131.23589527449172,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.9520199999999941}",25,0,-119.92141055245476,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.951639999999994}",20,0,-84.7403770081132,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.951259999999994}",20,0,-202.49474376897925,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
130,False,"{'a': 0.5, 'e': 0.950879999999994}",20,0,-71.35738085268348,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.9504999999999939}",20,0,-81.23715591651387,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.9501199999999939}",20,0,-31.68846874096608,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.9497399999999938}",25,2,-80.32919800097434,"{0: 17, 1: 2, 2: 1, 3: 2, 4: 1}",1
134,False,"{'a': 0.5, 'e': 0.9493599999999938}",30,0,-216.50846940082155,"{0: 17, 1: 1, 2: 7, 3: 2, 4: 3}",0
135,False,"{'a': 0.5, 'e': 0.9489799999999937}",20,0,-84.15873873451079,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.9485999999999937}",25,0,-94.93678570560076,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.9482199999999936}",20,0,-100.30914597272505,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
138,False,"{'a': 0.5, 'e': 0.9478399999999936}",20,0,-106.90506891847625,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
139,False,"{'a': 0.5, 'e': 0.9474599999999935}",25,12,-44.32818435580856,"{0: 6, 1: 3, 2: 4, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.9470799999999935}",20,14,-39.996503278373346,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
141,False,"{'a': 0.5, 'e': 0.9466999999999934}",25,0,-100.93030699509299,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.9463199999999934}",25,0,-100.09025631479476,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.9459399999999933}",30,0,-237.089040132515,"{0: 13, 1: 3, 2: 10, 3: 1, 4: 3}",0
144,False,"{'a': 0.5, 'e': 0.9455599999999933}",20,0,-61.88851331792715,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
145,False,"{'a': 0.5, 'e': 0.9451799999999932}",20,0,-82.56959143948887,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
146,False,"{'a': 0.5, 'e': 0.9447999999999932}",25,0,-244.04203445650626,"{0: 10, 1: 2, 2: 9, 3: 0, 4: 4}",0
147,False,"{'a': 0.5, 'e': 0.9444199999999932}",20,0,-170.94894576114018,"{0: 7, 1: 4, 2: 6, 3: 1, 4: 2}",0
148,False,"{'a': 0.5, 'e': 0.9440399999999931}",25,0,-107.67519199196214,"{0: 14, 1: 1, 2: 8, 3: 2, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.9436599999999931}",20,0,-70.04254991301573,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.943279999999993}",20,0,-112.4999718275219,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.942899999999993}",30,0,-160.16517585297743,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
152,False,"{'a': 0.5, 'e': 0.9425199999999929}",20,0,-74.4282173535734,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
153,False,"{'a': 0.5, 'e': 0.9421399999999929}",35,0,-183.39755839371352,"{0: 20, 1: 3, 2: 9, 3: 1, 4: 2}",0
154,False,"{'a': 0.5, 'e': 0.9417599999999928}",25,0,-163.21629974292355,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
155,False,"{'a': 0.5, 'e': 0.9413799999999928}",30,0,-97.21940102708898,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
156,False,"{'a': 0.5, 'e': 0.9409999999999927}",20,0,-112.20732654530572,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
157,False,"{'a': 0.5, 'e': 0.9406199999999927}",25,0,-117.99313138735694,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
