trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1175,False,"{'a': 0.1, 'e': 0.24441198730362856}",25,15,6.285239609798978,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1176,False,"{'a': 0.1, 'e': 0.24411886882512554}",30,10,-23.802587097646956,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1177,False,"{'a': 0.1, 'e': 0.24382610187783579}",20,16,6.827255611340939,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.1, 'e': 0.24353368604017489}",35,24,-11.935254458367805,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
1179,False,"{'a': 0.1, 'e': 0.24324162089106396}",20,13,12.330028258843843,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.1, 'e': 0.24294990600992916}",20,9,-26.060205681752542,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1181,False,"{'a': 0.1, 'e': 0.242658540976701}",25,16,-25.84670819482809,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1182,False,"{'a': 0.1, 'e': 0.24236752537181377}",30,20,-21.81083108703212,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1183,False,"{'a': 0.1, 'e': 0.24207685877620497}",25,17,1.8502073023495835,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1184,False,"{'a': 0.1, 'e': 0.24178654077131462}",25,9,22.465494884059428,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.1, 'e': 0.24149657093908475}",30,14,-31.818613218102843,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
1186,False,"{'a': 0.1, 'e': 0.24120694886195879}",25,12,21.75135909172582,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.1, 'e': 0.24091767412288084}",30,18,24.036521078453397,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.1, 'e': 0.24062874630529527}",20,15,9.933289476801505,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.1, 'e': 0.24034016499314595}",20,12,14.197150501100698,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.1, 'e': 0.24005192977087578}",20,15,10.56265025755098,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.1, 'e': 0.23976404022342596}",20,0,-39.58827890352412,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1192,False,"{'a': 0.1, 'e': 0.23947649593623549}",20,0,-20.382882739321605,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1193,False,"{'a': 0.1, 'e': 0.23918929649524054}",25,18,1.7413172228948608,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1194,False,"{'a': 0.1, 'e': 0.23890244148687387}",20,10,-19.938928842270276,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
1195,False,"{'a': 0.1, 'e': 0.23861593049806423}",20,0,-49.08022855783199,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1196,False,"{'a': 0.1, 'e': 0.23832976311623574}",20,10,15.762712335017213,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.1, 'e': 0.23804393892930734}",20,3,28.504277890666447,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.1, 'e': 0.23775845752569211}",30,18,-9.189866813725555,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
1199,False,"{'a': 0.1, 'e': 0.23747331849429679}",20,16,8.208561228083607,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.1, 'e': 0.23718852142452115}",20,12,14.069278123203437,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
