trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2037,False,"{'a': 0.1, 'e': 0.086873694286978387}",25,2,22.50745386193028,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
2038,False,"{'a': 0.1, 'e': 0.086769508377881777}",25,15,-8.911783613837658,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
2039,False,"{'a': 0.1, 'e': 0.086665447416892222}",20,10,19.351168851311552,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2040,False,"{'a': 0.1, 'e': 0.086561511254161935}",35,22,22.6771321216781,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2041,False,"{'a': 0.1, 'e': 0.086457699740022806}",25,11,24.38473789813929,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2042,False,"{'a': 0.1, 'e': 0.086354012724986245}",20,16,9.41246366788952,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2043,False,"{'a': 0.1, 'e': 0.086250450059742925}",25,15,19.020519996713887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2044,False,"{'a': 0.1, 'e': 0.086147011595162595}",30,13,30.1446375389358,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2045,False,"{'a': 0.1, 'e': 0.086043697182293849}",25,15,16.858145672299926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2046,False,"{'a': 0.1, 'e': 0.085940506672363914}",20,11,16.856302346890264,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2047,False,"{'a': 0.1, 'e': 0.085837439916778446}",25,12,23.16753227880613,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2048,False,"{'a': 0.1, 'e': 0.08573449676712129}",20,13,13.822772208032044,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2049,False,"{'a': 0.1, 'e': 0.085631677075154289}",25,11,22.94912875081323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2050,False,"{'a': 0.1, 'e': 0.085528980692817072}",30,21,16.10677357712385,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2051,False,"{'a': 0.1, 'e': 0.085426407472226837}",25,13,-21.690151799668254,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
2052,False,"{'a': 0.1, 'e': 0.085323957265678124}",20,12,12.063721080634894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2053,False,"{'a': 0.1, 'e': 0.085221629925642611}",25,7,34.031619907852836,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2054,False,"{'a': 0.1, 'e': 0.085119425304768917}",20,13,14.957047425976253,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2055,False,"{'a': 0.1, 'e': 0.085017343255882366}",30,19,18.134375866684394,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2056,False,"{'a': 0.1, 'e': 0.084915383631984795}",20,8,21.369307425071256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2057,False,"{'a': 0.1, 'e': 0.084813546286254329}",25,13,20.363498238854532,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2058,False,"{'a': 0.1, 'e': 0.084711831072045177}",20,7,20.324451513538698,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2059,False,"{'a': 0.1, 'e': 0.084610237842887404}",25,10,6.445060796400503,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
2060,False,"{'a': 0.1, 'e': 0.084508766452486742}",20,8,18.970776302263566,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2061,False,"{'a': 0.1, 'e': 0.084407416754724379}",25,5,23.419415505563588,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2062,False,"{'a': 0.1, 'e': 0.084306188603656726}",20,11,15.794840491305784,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2063,False,"{'a': 0.1, 'e': 0.084205081853515232}",20,7,8.493597792807583,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2064,False,"{'a': 0.1, 'e': 0.084104096358706165}",25,15,20.89974395178509,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2065,False,"{'a': 0.1, 'e': 0.084003231973810377}",20,11,15.500242755946244,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2066,False,"{'a': 0.1, 'e': 0.083902488553583149}",20,14,12.08613816465223,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2067,False,"{'a': 0.1, 'e': 0.083801865952953941}",20,10,10.472683634436908,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2068,False,"{'a': 0.1, 'e': 0.083701364027026187}",20,11,16.74933782197909,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2069,False,"{'a': 0.1, 'e': 0.083600982631077098}",30,23,-9.253357783971506,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
2070,False,"{'a': 0.1, 'e': 0.083500721620557439}",20,16,7.424666039665612,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2071,False,"{'a': 0.1, 'e': 0.083400580851091338}",35,21,13.306757683626625,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2072,False,"{'a': 0.1, 'e': 0.083300560178476077}",30,20,16.080235267191714,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2073,False,"{'a': 0.1, 'e': 0.083200659458681867}",30,19,19.014563974625183,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2074,False,"{'a': 0.1, 'e': 0.083100878547851656}",20,12,13.879318316964184,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2075,False,"{'a': 0.1, 'e': 0.083001217302300909}",20,6,19.20879006004768,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2076,False,"{'a': 0.1, 'e': 0.082901675578517423}",20,9,11.239157208291113,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2077,False,"{'a': 0.1, 'e': 0.082802253233161094}",30,14,35.281242321672345,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2078,False,"{'a': 0.1, 'e': 0.082702950123063737}",30,4,43.54219993198467,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
2079,False,"{'a': 0.1, 'e': 0.082603766105228849}",20,11,12.59060191934552,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2080,False,"{'a': 0.1, 'e': 0.082504701036831427}",20,12,15.272651377411997,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2081,False,"{'a': 0.1, 'e': 0.082405754775217749}",20,9,16.94920012111655,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2082,False,"{'a': 0.1, 'e': 0.082306927177905193}",25,15,17.835851950137766,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2083,False,"{'a': 0.1, 'e': 0.082208218102581984}",20,8,23.667511987973768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2084,False,"{'a': 0.1, 'e': 0.082109627407107061}",25,10,23.40437118926151,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2085,False,"{'a': 0.1, 'e': 0.082011154949509793}",30,6,39.64828559585978,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
2086,False,"{'a': 0.1, 'e': 0.081912800587989817}",20,9,-5.08575516688314,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
2087,False,"{'a': 0.1, 'e': 0.081814564180916843}",25,11,22.746648326626058,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2088,False,"{'a': 0.1, 'e': 0.08171644558683043}",20,2,23.103941813488696,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2089,False,"{'a': 0.1, 'e': 0.081618444664439779}",20,9,19.166517666761585,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2090,False,"{'a': 0.1, 'e': 0.081520561272623554}",20,0,19.11252278696925,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
2091,False,"{'a': 0.1, 'e': 0.081422795270429643}",35,20,30.82738938688671,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2092,False,"{'a': 0.1, 'e': 0.081325146517074995}",20,12,14.524268139542395,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2093,False,"{'a': 0.1, 'e': 0.081227614871945381}",20,13,14.31492234750026,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2094,False,"{'a': 0.1, 'e': 0.081130200194595214}",20,0,-2.763124317361962,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
2095,False,"{'a': 0.1, 'e': 0.081032902344747346}",20,16,7.271009907013552,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2096,False,"{'a': 0.1, 'e': 0.080935721182292863}",25,14,9.480254189216145,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2097,False,"{'a': 0.1, 'e': 0.080838656567290862}",20,16,6.393415736862513,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2098,False,"{'a': 0.1, 'e': 0.080741708359968287}",20,9,19.01552206421599,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2099,False,"{'a': 0.1, 'e': 0.080644876420719713}",30,12,33.94836163159235,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2100,False,"{'a': 0.1, 'e': 0.080548160610107111}",20,8,7.605898234896584,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2101,False,"{'a': 0.1, 'e': 0.080451560788859705}",20,11,14.151111290343616,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2102,False,"{'a': 0.1, 'e': 0.080355076817873738}",30,19,-8.930612556106379,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
2103,False,"{'a': 0.1, 'e': 0.08025870855821228}",20,8,20.132988809752653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2104,False,"{'a': 0.1, 'e': 0.080162455871105015}",25,16,18.94209561877954,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2105,False,"{'a': 0.1, 'e': 0.080066318617948051}",35,14,27.47042590588829,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
2106,False,"{'a': 0.1, 'e': 0.079970296660303739}",20,0,30.906466571174235,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2107,False,"{'a': 0.1, 'e': 0.079874389859900433}",25,7,30.634387277476492,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2108,False,"{'a': 0.1, 'e': 0.079778598078632329}",30,20,19.442777957168737,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2109,False,"{'a': 0.1, 'e': 0.079682921178559241}",25,18,14.805916217538806,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2110,False,"{'a': 0.1, 'e': 0.079587359021906418}",25,10,13.197742356067398,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2111,False,"{'a': 0.1, 'e': 0.079491911471064339}",20,10,20.770833126918188,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2112,False,"{'a': 0.1, 'e': 0.079396578388588518}",30,12,22.485722351570086,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2113,False,"{'a': 0.1, 'e': 0.079301359637199295}",25,11,26.135623508256632,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2114,False,"{'a': 0.1, 'e': 0.079206255079781657}",20,8,17.963640328970826,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2115,False,"{'a': 0.1, 'e': 0.079111264579385013}",25,17,15.693207314139928,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2116,False,"{'a': 0.1, 'e': 0.079016387999223045}",30,15,18.79415823429083,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2117,False,"{'a': 0.1, 'e': 0.078921625202673443}",25,3,27.009809643919006,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
2118,False,"{'a': 0.1, 'e': 0.078826976053277764}",25,5,29.64410785468368,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2119,False,"{'a': 0.1, 'e': 0.078732440414741228}",35,22,29.847479583419425,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2120,False,"{'a': 0.1, 'e': 0.078638018150932493}",30,19,8.19638054903291,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2121,False,"{'a': 0.1, 'e': 0.078543709125883487}",30,22,13.95942785316543,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2122,False,"{'a': 0.1, 'e': 0.078449513203789192}",30,18,18.846668916806884,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2123,False,"{'a': 0.1, 'e': 0.078355430249007471}",25,13,20.863259123196354,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2124,False,"{'a': 0.1, 'e': 0.078261460126058849}",25,2,41.47304212753865,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2125,False,"{'a': 0.1, 'e': 0.078167602699626332}",20,14,13.96624946228297,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2126,False,"{'a': 0.1, 'e': 0.078073857834555213}",25,13,25.52594444032316,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2127,False,"{'a': 0.1, 'e': 0.077980225395852865}",25,15,8.350337723733672,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2128,False,"{'a': 0.1, 'e': 0.077886705248688556}",30,18,19.723141385613037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2129,False,"{'a': 0.1, 'e': 0.077793297258393262}",25,7,29.51343138422771,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2130,False,"{'a': 0.1, 'e': 0.077700001290459467}",30,11,31.154223737638866,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
